state,staterr,varname,race_ethn,age,c_mn,se_tot,c_upr,c_lwr
16,ID,Confirmed Maltreatment,AI/AN,18,0.06773180822864502,0.06584428154077186,0.19678660004855786,0
16,ID,Termination,AI/AN,18,0.01885279782266891,0.04833119056751957,0.11358193133500727,0
17,IL,Foster Care,AI/AN,18,0.012196534430993639,0.03950683581629019,0.08962993263092241,0
17,IL,Investigation,AI/AN,18,0.13234418654800312,0.06674328465035742,0.2631610244627036,0.0015273486333025887
17,IL,Confirmed Maltreatment,AI/AN,18,0.03971567895933854,0.0524136028431625,0.14244634053193705,0
17,IL,Termination,AI/AN,18,0.0052478681069441785,0.03175893180006035,0.06749537443506246,0
18,IN,Foster Care,AI/AN,18,0.08039295237272676,0.07510549638166394,0.2275997252807881,0
18,IN,Investigation,AI/AN,18,0.46445046334841766,0.09515803219061894,0.6509602064420308,0.27794072025480454
18,IN,Confirmed Maltreatment,AI/AN,18,0.17171797425353547,0.08730864296599951,0.3428429144668945,5.930340401764378e-4
18,IN,Termination,AI/AN,18,0.01574405882662798,0.05119775159950579,0.11609165196165933,0
19,IA,Foster Care,AI/AN,18,0.21975560612746173,0.09533872787925593,0.4066195127708033,0.0328916994841201
19,IA,Investigation,AI/AN,18,0.5087317826242748,0.09927903858241778,0.7033186982458136,0.3141448670027359
19,IA,Confirmed Maltreatment,AI/AN,18,0.31243123341294426,0.0992767230030653,0.5070136104989522,0.11784885632693629
19,IA,Termination,AI/AN,18,0.0893405870722182,0.07952155231001337,0.2452028295998444,0
20,KS,Foster Care,AI/AN,18,0.137273579696089,0.07512353891284465,0.2845157159652645,0
20,KS,Investigation,AI/AN,18,0.3000859982775994,0.08452298220344964,0.4657510433963607,0.13442095315883812
20,KS,Confirmed Maltreatment,AI/AN,18,0.07569581208390042,0.06616520543012683,0.205379614726949,0
20,KS,Termination,AI/AN,18,0.04958292870601688,0.06046591758422451,0.16809612717109693,0
21,KY,Foster Care,AI/AN,18,0.07206242902299914,0.09177307590451038,0.2519376577958395,0
21,KY,Investigation,AI/AN,18,0.5498673588368806,0.11708657598991923,0.7793570477771223,0.32037766989663896
21,KY,Confirmed Maltreatment,AI/AN,18,0.2423346120955356,0.11550389669745513,0.46872224962254766,0.015946974568523564
21,KY,Termination,AI/AN,18,0.009655254942583597,0.05689291231413109,0.12116536307828053,0
22,LA,Foster Care,AI/AN,18,0.018641254184803877,0.04954257627560432,0.11574470368498835,0
22,LA,Investigation,AI/AN,18,0.09535861833251108,0.07231530556202324,0.23709661723407663,0
22,LA,Confirmed Maltreatment,AI/AN,18,0.036851150022667395,0.058377754353611234,0.15127154855574543,0
22,LA,Termination,AI/AN,18,0.0034587574108266433,0.032658060433578696,0.06746855586064089,0
23,ME,Foster Care,AI/AN,18,0.1300346501992301,0.1064198200723293,0.3386174975409955,0
23,ME,Investigation,AI/AN,18,0.5532370274594973,0.12014322764097585,0.78871775363581,0.31775630128318466
23,ME,Confirmed Maltreatment,AI/AN,18,0.3061361247398878,0.12148405654437056,0.5442448755668541,0.06802737391292155
23,ME,Termination,AI/AN,18,0.0465927690465605,0.0851538721587413,0.21349435847769344,0
24,MD,Foster Care,AI/AN,18,0.006951640471103901,0.03819470212102964,0.08181325662832199,0
24,MD,Investigation,AI/AN,18,0.08919563624097807,0.07081754838197835,0.22799803106965563,0
24,MD,Confirmed Maltreatment,AI/AN,18,0.02157565729730719,0.05091341421029026,0.1213659491494761,0
24,MD,Termination,AI/AN,18,6.907567606983522e-4,0.02105750618574123,0.041963468884751165,0
25,MA,Foster Care,AI/AN,18,0.12792164215596968,0.08072913042322569,0.28615073778549205,0
25,MA,Investigation,AI/AN,18,0.5117346203917222,0.09261140496421248,0.6932529741215787,0.33021626666186576
25,MA,Confirmed Maltreatment,AI/AN,18,0.2995746820107458,0.09269409446261367,0.48125510715746855,0.11789425686402297
25,MA,Termination,AI/AN,18,0.05499947492840615,0.06791431312755337,0.18811152865841077,0
26,MI,Foster Care,AI/AN,18,0.09115611229876786,0.05825518829538295,0.20533628135771842,0
26,MI,Investigation,AI/AN,18,0.43232550627241173,0.07289762400403153,0.5752048493203136,0.2894461632245099
26,MI,Confirmed Maltreatment,AI/AN,18,0.2440583581614302,0.06990853357385118,0.3810790839661785,0.1070376323566819
26,MI,Termination,AI/AN,18,0.04123435374910461,0.04886234080579641,0.1370045417284656,0
27,MN,Foster Care,AI/AN,18,0.4447779601779462,0.06821841746838703,0.5784860584159848,0.3110698619399076
27,MN,Investigation,AI/AN,18,0.6660755776840958,0.06269317829975653,0.7889542071516186,0.5431969482165729
27,MN,Confirmed Maltreatment,AI/AN,18,0.36393348676433607,0.06802911320919673,0.49727054865436165,0.23059642487431048
27,MN,Termination,AI/AN,18,0.1033887799225885,0.055636589948387764,0.21243649622142852,0
28,MS,Foster Care,AI/AN,18,0.02426310669088927,0.061122698266750736,0.1440635952937207,0
28,MS,Investigation,AI/AN,18,0.13949095602689537,0.0905093300227417,0.31688924287146913,0
28,MS,Confirmed Maltreatment,AI/AN,18,0.04279561678601,0.07007853161008173,0.1801495387417702,0
28,MS,Termination,AI/AN,18,6.075789929243791e-4,0.023833623362261858,0.04732148078295762,0
29,MO,Foster Care,AI/AN,18,0.06675523077615897,0.06539286202856012,0.19492524035213682,0
29,MO,Investigation,AI/AN,18,0.29813305345454166,0.08598530030632505,0.4666642420549387,0.12960186485414457
29,MO,Confirmed Maltreatment,AI/AN,18,0.03438832354651494,0.0563749688811833,0.1448832625536342,0
29,MO,Termination,AI/AN,18,0.008134628973344105,0.03878258789788469,0.0841485012531981,0
30,MT,Foster Care,AI/AN,18,0.28359960625105984,0.0684243022111813,0.41771123858497516,0.1494879739171445
30,MT,Investigation,AI/AN,18,0.4893889995988747,0.06954152662866861,0.6256903917910652,0.3530876074066842
30,MT,Confirmed Maltreatment,AI/AN,18,0.2930896836365608,0.0687320042108029,0.4278044118897345,0.1583749553833871
30,MT,Termination,AI/AN,18,0.0711788730317319,0.05295928380560445,0.1749790692907166,0
31,NE,Foster Care,AI/AN,18,0.1940262654321393,0.07967920200656711,0.3501975013650108,0.03785502949926775
31,NE,Investigation,AI/AN,18,0.5815006488739637,0.08207908787797237,0.7423756611147896,0.42062563663313784
31,NE,Confirmed Maltreatment,AI/AN,18,0.2665284973784655,0.08285164948627434,0.4289177303715632,0.1041392643853678
31,NE,Termination,AI/AN,18,0.03945970218690316,0.05614339499363553,0.14950075637442878,0
32,NV,Foster Care,AI/AN,18,0.06277926142627673,0.059805394327419804,0.17999783430801952,0
32,NV,Investigation,AI/AN,18,0.19792967759009839,0.0754214564154944,0.3457557321644674,0.050103623015729376
32,NV,Confirmed Maltreatment,AI/AN,18,0.072085358883833,0.06169900887581862,0.1930154162804375,0
32,NV,Termination,AI/AN,18,0.01308789972284631,0.04090566874949697,0.09326301047186038,0
33,NH,Foster Care,AI/AN,18,0.08885421688520749,0.12572643614370618,0.3352780317268716,0
33,NH,Investigation,AI/AN,18,0.5375582144145925,0.15453065588991147,0.8404382999588189,0.23467812887036604
33,NH,Confirmed Maltreatment,AI/AN,18,0.1160674737617217,0.1331983127241284,0.3771361667010134,0
33,NH,Termination,AI/AN,18,0.013210279126578794,0.08118632735840323,0.1723354807490491,0
34,NJ,Foster Care,AI/AN,18,0.009788747595705333,0.03880659990197629,0.08584968340357886,0
34,NJ,Investigation,AI/AN,18,0.12476421433272661,0.06976048327495761,0.26149476155164353,0
34,NJ,Confirmed Maltreatment,AI/AN,18,0.016940190765898103,0.044222915871293476,0.10361710587363332,0
34,NJ,Termination,AI/AN,18,0.0026297290095603915,0.02751919913332317,0.056567359310873803,0
35,NM,Foster Care,AI/AN,18,0.04502121915113859,0.03769783438395709,0.11890897454369448,0
35,NM,Investigation,AI/AN,18,0.3396111738521789,0.0547594760778294,0.44693974696472455,0.2322826007396333
35,NM,Confirmed Maltreatment,AI/AN,18,0.1784550160559639,0.050487232714640055,0.2774099921766584,0.07950003993526938
35,NM,Termination,AI/AN,18,0.007403491064945325,0.024264651934649117,0.05496220885685759,0
36,NY,Foster Care,AI/AN,18,0.019086114426965672,0.03311559128502819,0.08399267334562092,0
36,NY,Investigation,AI/AN,18,0.19870634734563375,0.05543133861784864,0.3073517710366171,0.09006092365465042
36,NY,Confirmed Maltreatment,AI/AN,18,0.10474766518303405,0.04906713621817099,0.2009192521706492,0.008576078195418904
36,NY,Termination,AI/AN,18,0.0025991220607965715,0.02045108311246031,0.04268324496121878,0
37,NC,Foster Care,AI/AN,18,0.05954934914920773,0.044228702558831226,0.14623760616451692,0
37,NC,Investigation,AI/AN,18,0.3079492876302855,0.05980130158156868,0.4251598387301601,0.1907387365304109
37,NC,Confirmed Maltreatment,AI/AN,18,0.06346678546424656,0.04493122828945606,0.15153199291158043,0
37,NC,Termination,AI/AN,18,0.007307245251379393,0.02646507140773888,0.0591787852105476,0
38,ND,Foster Care,AI/AN,18,0.25907821385338353,0.07691221409419621,0.4098261534780081,0.10833027422875896
38,ND,Investigation,AI/AN,18,0.5382704292127877,0.07738642787468225,0.6899478278471649,0.38659303057841043
38,ND,Confirmed Maltreatment,AI/AN,18,0.34100084929365315,0.0788088268758963,0.4954661499704099,0.18653554861689642
38,ND,Termination,AI/AN,18,0.06348337892023934,0.05766640324165776,0.17650952927388855,0
39,OH,Foster Care,AI/AN,18,0.14586071659877253,0.07876838619690293,0.3002467535447023,0
39,OH,Investigation,AI/AN,18,0.3859837157871563,0.08912373851074729,0.560666243268221,0.21130118830609163
39,OH,Confirmed Maltreatment,AI/AN,18,0.2040906452768879,0.0835574237158526,0.36786319575995896,0.04031809479381679
39,OH,Termination,AI/AN,18,0.04701947700601995,0.06174066997625217,0.1680311901594742,0
40,OK,Foster Care,AI/AN,18,0.1652036714672775,0.042900098127342086,0.24928786379686796,0.08111947913768701
40,OK,Investigation,AI/AN,18,0.6045638779931244,0.04528989293601842,0.6933320681477205,0.5157956878385282
40,OK,Confirmed Maltreatment,AI/AN,18,0.35131102552212456,0.04724615734553797,0.44391349391937895,0.2587085571248702
40,OK,Termination,AI/AN,18,0.07202892811960326,0.03622366003661995,0.14302730179137835,0.0010305544478281664
41,OR,Foster Care,AI/AN,18,0.16418314839606707,0.06405601481142117,0.28973293742645256,0.038633359365681574
41,OR,Investigation,AI/AN,18,0.5351397526741057,0.0695822606468816,0.6715209835419936,0.39875852180621785
41,OR,Confirmed Maltreatment,AI/AN,18,0.293719967257753,0.06986445574001578,0.43065430050818393,0.1567856340073221
41,OR,Termination,AI/AN,18,0.01642668607494384,0.03792816097218716,0.09076588158043067,0
42,PA,Foster Care,AI/AN,18,0.02422283714659021,0.04761561518916048,0.11754944291734475,0
42,PA,Investigation,AI/AN,18,0.20048828191277285,0.07558853431204642,0.3486418091643838,0.052334754661161886
42,PA,Confirmed Maltreatment,AI/AN,18,0.025241718935378146,0.04837550905859913,0.12005771669023244,0
42,PA,Termination,AI/AN,18,0.002974160847575985,0.027794731853377292,0.05745183528019548,0
44,RI,Foster Care,AI/AN,18,0.051102914146095274,0.08109750398707388,0.2100540219607601,0
44,RI,Investigation,AI/AN,18,0.18288933362207438,0.10504113829157478,0.38876996467356095,0
44,RI,Confirmed Maltreatment,AI/AN,18,0.1004193635457379,0.0935544825836604,0.2837861494097123,0
44,RI,Termination,AI/AN,18,0.01258494613615524,0.056375153567873225,0.12308024712918676,0
45,SC,Foster Care,AI/AN,18,0.029055011813204842,0.05979491599919858,0.14625304717163407,0
45,SC,Investigation,AI/AN,18,0.1281256955732564,0.08335794802660654,0.2915072737054052,0
45,SC,Confirmed Maltreatment,AI/AN,18,0.05015541785632484,0.06797676042840238,0.18338986829599352,0
45,SC,Termination,AI/AN,18,0.0016144677175054106,0.028983896306005247,0.058422904477275696,0
46,SD,Foster Care,AI/AN,18,0.2094333720704901,0.062395658070795015,0.3317288618892483,0.08713788225173187
46,SD,Investigation,AI/AN,18,0.4028238164523849,0.06639317365186725,0.5329544368100447,0.2726931960947251
46,SD,Confirmed Maltreatment,AI/AN,18,0.23275373958288276,0.0632965090103449,0.3568148972431588,0.10869258192260674
46,SD,Termination,AI/AN,18,0.05161407625987413,0.04637091024401496,0.14250106033814347,0
47,TN,Foster Care,AI/AN,18,0.041691373221004135,0.06379362831902555,0.1667268847262942,0
47,TN,Investigation,AI/AN,18,0.4748279404958958,0.09331488453570229,0.6577251141858722,0.2919307668059193
47,TN,Confirmed Maltreatment,AI/AN,18,0.0942739238150207,0.07593930997062252,0.24311497135744084,0
47,TN,Termination,AI/AN,18,0.0026458882303010134,0.03193667119398455,0.06524176377051073,0
48,TX,Foster Care,AI/AN,18,0.0196176901265903,0.030940844153092138,0.0802617446666509,0
48,TX,Investigation,AI/AN,18,0.20202170949273607,0.050643252141495176,0.3012824836900666,0.10276093529540552
48,TX,Confirmed Maltreatment,AI/AN,18,0.059977141777608114,0.04003967083579628,0.13845489661576882,0
48,TX,Termination,AI/AN,18,0.010918745831450236,0.02680995308243284,0.0634662538730186,0
49,UT,Foster Care,AI/AN,18,0.0745787834122875,0.05971422212118761,0.1916186587698152,0
49,UT,Investigation,AI/AN,18,0.2642260671492459,0.07549247583958497,0.4121913197948325,0.11626081450365935
49,UT,Confirmed Maltreatment,AI/AN,18,0.18184097271425076,0.07129859158427074,0.3215862122194214,0.04209573320908011
49,UT,Termination,AI/AN,18,0.020878484989380414,0.0433353889411194,0.10581584731397443,0
50,VT,Foster Care,AI/AN,18,0.016632574200602712,0.09787262472640014,0.208462918664347,0
50,VT,Investigation,AI/AN,18,0.22324151413577253,0.17009918719387945,0.5566359210357763,0
50,VT,Confirmed Maltreatment,AI/AN,18,0.07357100376091698,0.13690857797181127,0.34191181658566705,0
50,VT,Termination,AI/AN,18,0,0,0,0
51,VA,Foster Care,AI/AN,18,0.008736171838073556,0.04058272548642218,0.08827831379146103,0
51,VA,Investigation,AI/AN,18,0.14265626654978464,0.07708416214604467,0.2937412243560322,0
51,VA,Confirmed Maltreatment,AI/AN,18,0.014898515790873229,0.04628742463659821,0.10562186807860573,0
51,VA,Termination,AI/AN,18,0.00366059912558174,0.032706095393701014,0.06776454609723573,0
53,WA,Foster Care,AI/AN,18,0.151975491167253,0.052609541767470784,0.2550901930314957,0.04886078930301027
53,WA,Investigation,AI/AN,18,0.41334543881469993,0.0591268130098299,0.5292339923139665,0.29745688531543335
53,WA,Confirmed Maltreatment,AI/AN,18,0.14772857739147952,0.052506782875430466,0.2506418718273232,0.044815282955635805
53,WA,Termination,AI/AN,18,0.04317010969844792,0.039861820320316356,0.12129927752626798,0
54,WV,Foster Care,AI/AN,18,0.11058836218692514,0.14251453109500897,0.38991684313314273,0
54,WV,Investigation,AI/AN,18,0.8383266059837884,0.12373297085862273,1.080843228866689,0.5958099831008878
54,WV,Confirmed Maltreatment,AI/AN,18,0.11833295820506728,0.14451491772935648,0.401582196954606,0
54,WV,Termination,AI/AN,18,0.05325463475542079,0.1223946435328139,0.29314813607973605,0
55,WI,Foster Care,AI/AN,18,0.19131105246110097,0.06716064781469687,0.32294592217790685,0.05967618274429512
55,WI,Investigation,AI/AN,18,0.4684653435611351,0.07200601193287712,0.6095971269495742,0.327333560172696
55,WI,Confirmed Maltreatment,AI/AN,18,0.17689862166201667,0.066136279756861,0.30652572998546423,0.04727151333856913
55,WI,Termination,AI/AN,18,0.016808488628021284,0.038742359283295585,0.09274351282328062,0
56,WY,Foster Care,AI/AN,18,0.07930959307813304,0.07996035047221937,0.236031880003683,0
56,WY,Investigation,AI/AN,18,0.20755278183786635,0.09620200215788623,0.39610870606732335,0.018996857608409357
56,WY,Confirmed Maltreatment,AI/AN,18,0.09202534146707121,0.08203859035967719,0.2528209785720385,0
56,WY,Termination,AI/AN,18,0.004725161236902489,0.03952849261496175,0.08220100676222751,0
1,AL,Foster Care,Asian/PI,18,0.019250654862749905,0.043286090891398316,0.1040913930098906,0
1,AL,Investigation,Asian/PI,18,0.1094638676954352,0.06446760137295586,0.2358203663864287,0
1,AL,Confirmed Maltreatment,Asian/PI,18,0.029950527924167733,0.04812336482314623,0.12427232297753434,0
1,AL,Termination,Asian/PI,18,0.0021237413990011778,0.0253248981977207,0.05176054186653375,0
2,AK,Foster Care,Asian/PI,18,0.062373918007455315,0.06005168163545495,0.18007521401294702,0
2,AK,Investigation,Asian/PI,18,0.33815499492645307,0.08076949195825306,0.49646319916462905,0.17984679068827708
2,AK,Confirmed Maltreatment,Asian/PI,18,0.09600477732486286,0.06601224531500435,0.22538877814227137,0
2,AK,Termination,Asian/PI,18,0.014914472903493695,0.04289488188770622,0.09898844140339788,0
4,AZ,Foster Care,Asian/PI,18,0.033845646441605495,0.03690223300251263,0.10617402312653025,0
4,AZ,Investigation,Asian/PI,18,0.25772783061973115,0.05564307705895898,0.36678826165529077,0.14866739958417152
4,AZ,Confirmed Maltreatment,Asian/PI,18,0.04743021655860705,0.03998343880964797,0.12579775662551707,0
4,AZ,Termination,Asian/PI,18,0.010937938051344201,0.028217490182944265,0.06624421880991496,0
5,AR,Foster Care,Asian/PI,18,0.04445789712660955,0.05522035501130113,0.15268979294875978,0
5,AR,Investigation,Asian/PI,18,0.5378866766145813,0.07877409268088009,0.6922838982691063,0.3834894549600564
5,AR,Confirmed Maltreatment,Asian/PI,18,0.11269068877973447,0.06793714567408839,0.2458474943009477,0
5,AR,Termination,Asian/PI,18,0.011687378688445604,0.03989461337315741,0.08988082089983412,0
6,CA,Foster Care,Asian/PI,18,0.014140281552709702,0.014096464982186363,0.041769352917794975,0
6,CA,Investigation,Asian/PI,18,0.15211013859480493,0.024131707350530572,0.19940828500184485,0.10481199218776502
6,CA,Confirmed Maltreatment,Asian/PI,18,0.033701334547722575,0.017381280905243407,0.06776864512199965,0
6,CA,Termination,Asian/PI,18,0.003169948977466905,0.009788192830174706,0.022354806924609328,0
8,CO,Foster Care,Asian/PI,18,0.0202950323136028,0.03446949229359052,0.08785523720904022,0
8,CO,Investigation,Asian/PI,18,0.19395040202749414,0.05640812236934609,0.30451032187141247,0.0833904821835758
8,CO,Confirmed Maltreatment,Asian/PI,18,0.06558779007823917,0.04537393630726901,0.15452070524048644,0
8,CO,Termination,Asian/PI,18,0.0035006978480227463,0.02255729595955887,0.04771299792875813,0
9,CT,Foster Care,Asian/PI,18,0.005460902596750555,0.02623792908536325,0.056887243604062526,0
9,CT,Investigation,Asian/PI,18,0.10437925169353726,0.05254842681106318,0.20737416824322108,0.0013843351438534296
9,CT,Confirmed Maltreatment,Asian/PI,18,0.04056796395967753,0.042530305514144925,0.12392736276740159,0
9,CT,Termination,Asian/PI,18,9.247485025055263e-4,0.016960013307261036,0.034166374584737154,0
10,DE,Foster Care,Asian/PI,18,0.0019506254656982414,0.02956379254825067,0.059895658860269554,0
10,DE,Investigation,Asian/PI,18,0.1337811312350305,0.08077286665237642,0.29209594987368825,0
10,DE,Confirmed Maltreatment,Asian/PI,18,0.02543949060934529,0.05587729671834682,0.13495899217730506,0
10,DE,Termination,Asian/PI,18,7.163323782235498e-4,0.022506077285060155,0.04482824385694145,0
11,DC,Foster Care,Asian/PI,18,0.01691051354072448,0.06838115550192006,0.1509375783244878,0
11,DC,Investigation,Asian/PI,18,0.038268278090216254,0.08031384184910177,0.19568340811445573,0
11,DC,Confirmed Maltreatment,Asian/PI,18,0.0030232794391630985,0.04281535406023689,0.0869413733972274,0
11,DC,Termination,Asian/PI,18,0,0,0,0
12,FL,Foster Care,Asian/PI,18,0.010903513812721713,0.023110581290187067,0.05620025314148836,0
12,FL,Investigation,Asian/PI,18,0.20203892419335667,0.044125894120242704,0.2885256766690324,0.11555217171768098
12,FL,Confirmed Maltreatment,Asian/PI,18,0.0349946913914477,0.030588718054298292,0.09494857877787236,0
12,FL,Termination,Asian/PI,18,0.0035698348156068677,0.017567741789059274,0.038002608722163045,0
13,GA,Foster Care,Asian/PI,18,0.006107485655198336,0.021168969979261,0.0475986668145499,0
13,GA,Investigation,Asian/PI,18,0.1566350857080801,0.04475466261103343,0.24435422442570565,0.06891594699045457
13,GA,Confirmed Maltreatment,Asian/PI,18,0.014725250603260381,0.02622698055475014,0.06613013249057065,0
13,GA,Termination,Asian/PI,18,7.806613239302873e-4,0.012762361612311196,0.025794890084060232,0
15,HI,Foster Care,Asian/PI,18,0.04402532925224058,0.027772077851144668,0.09845860184048413,0
15,HI,Investigation,Asian/PI,18,0.12492620033592834,0.034911484108429945,0.19335270918845104,0.056499691483405654
15,HI,Confirmed Maltreatment,Asian/PI,18,0.06054667615066414,0.029888470887411138,0.11912807908998997,0.0019652732113383115
15,HI,Termination,Asian/PI,18,0.008925783907117596,0.01884795024136732,0.045867766380197544,0
16,ID,Foster Care,Asian/PI,18,0.015988550080499986,0.0511943471725567,0.11632947053871111,0
16,ID,Investigation,Asian/PI,18,0.09991563713127884,0.07850132924818344,0.25377824245771835,0
16,ID,Confirmed Maltreatment,Asian/PI,18,0.017994290344362757,0.05280412620793569,0.1214903777119167,0
16,ID,Termination,Asian/PI,18,0.012300404037722673,0.04842899063185161,0.10722122567615183,0
17,IL,Foster Care,Asian/PI,18,0.0025165707353862476,0.01531410488160184,0.03253221630332585,0
17,IL,Investigation,Asian/PI,18,0.17897861978380325,0.041337942364570994,0.26000098681836237,0.0979562527492441
17,IL,Confirmed Maltreatment,Asian/PI,18,0.03193235179615704,0.028525048997003047,0.08784144783028301,0
17,IL,Termination,Asian/PI,18,7.497083239511593e-4,0.01133932672890963,0.022974788712614037,0
18,IN,Foster Care,Asian/PI,18,0.023502911766801,0.03789030510000487,0.09776790976281055,0
18,IN,Investigation,Asian/PI,18,0.3149799575386343,0.06356070364750323,0.4395589366877406,0.19040097838952796
18,IN,Confirmed Maltreatment,Asian/PI,18,0.060136122415873794,0.04724834241743032,0.1527428735540372,0
18,IN,Termination,Asian/PI,18,8.24794093146175e-4,0.01658671148976657,0.033334748613088654,0
19,IA,Foster Care,Asian/PI,18,0.03854630986689661,0.04979071262992912,0.13613610662155767,0
19,IA,Investigation,Asian/PI,18,0.22352818179829642,0.0713553538422983,0.36338467532920105,0.08367168826739177
19,IA,Confirmed Maltreatment,Asian/PI,18,0.08321405569076296,0.059261944486218424,0.19936746688375107,0
19,IA,Termination,Asian/PI,18,0.012340338195348868,0.03766428555005965,0.08616233787346578,0
20,KS,Foster Care,Asian/PI,18,0.01385644073660941,0.03778779180173298,0.08792051266800605,0
20,KS,Investigation,Asian/PI,18,0.1809187715814943,0.06704612210884305,0.3123291709148267,0.04950837224816193
20,KS,Confirmed Maltreatment,Asian/PI,18,0.022322284898411884,0.042400266622296935,0.10542680747811388,0
20,KS,Termination,Asian/PI,18,0.004494110035869414,0.028620860885354753,0.06059099737116473,0
